연번,시도,시군구,섬이름,위도,경도,id_count,source_count,velocity_0_count,velocity_1_count,velocity_2_count,state_count,age_count,Points_0_count,Points_1_count,Points_2_count
1340,전라남도,신안군,내도,34.692314570000001,125.396062400000005,,,,,,,,,,
1341,전라남도,신안군,국혈도,34.466778789999999,125.302955200000000,,,,,,,,,,
1342,전라남도,신안군,외도,34.460059999999999,125.298710000000000,,,,,,,,,,
1343,전라남도,신안군,소도예도,34.777577819999998,126.080665400000001,,,,,,,,,,
1344,전라남도,신안군,대성개도,34.453170000000000,125.299189999999996,,,,,,,,,,
1345,전라남도,신안군,영구도,34.727101500000003,125.450200600000002,,,,,,,,,,
1346,전라남도,신안군,외영산도,34.697777270000003,125.438892499999994,,,,,,,,,,
1347,전라남도,신안군,내영산도,34.697496600000001,125.434275200000002,,,,,,,,,,
1348,전라남도,신안군,고사리섬(단매도),34.690111610000002,126.199384300000006,39,39,39,39,39,39,39,39,39,39
1349,전라남도,신안군,소두랑섬(달도),34.691291249999999,126.174591000000007,5,5,5,5,5,5,5,5,5,5
1350,전라남도,신안군,와도(외비화도),34.673859049999997,126.175506799999994,9,9,9,9,9,9,9,9,9,9
1351,전라남도,신안군,송도(선도),34.685052339999999,126.157006600000003,,,,,,,,,,
1352,전라남도,신안군,신도(조도),34.680973979999997,126.163216100000000,,,,,,,,,,
1353,전라남도,신안군,닭섬(대계도),34.744376629999998,126.175683300000003,,,,,,,,,,
1354,전라남도,신안군,닭섬(계도),34.780973500000002,126.051977899999997,,,,,,,,,,
1355,전라남도,신안군,상사치도,34.763131809999997,126.050015400000007,,,,,,,,,,
1356,전라남도,신안군,송도,34.746277350000000,126.064550299999993,,,,,,,,,,
1357,전라남도,신안군,동구리섬(원도),34.860886010000002,126.018775399999996,,,,,,,,,,
1358,전라남도,신안군,견도,34.748700589999999,126.174124199999994,,,,,,,,,,
1359,전라남도,신안군,중도,34.751510869999997,126.173167800000002,,,,,,,,,,
1360,전라남도,신안군,똥섬(화도),34.913186340000003,126.183171599999994,,,,,,,,,,
1361,전라남도,신안군,딴섬(소도),34.889105110000003,126.175021700000002,,,,,,,,,,
1362,전라남도,신안군,항도(수도),34.897976380000003,126.170096200000003,,,,,,,,,,
1363,전라남도,신안군,중도,34.875224019999997,126.181297000000001,,,,,,,,,,
1364,전라남도,신안군,하도,34.874918780000002,126.183093999999997,,,,,,,,,,
1365,전라남도,신안군,대번덕도(치도),34.899481489999999,126.199551400000004,,,,,,,,,,
1366,전라남도,신안군,팥섬(두도),34.806200980000000,126.085443499999997,4,4,4,4,4,4,4,4,4,4
1367,전라남도,신안군,둥구섬(대원도),34.826056880000003,126.068158199999999,2,2,2,2,2,2,2,2,2,2
1368,전라남도,신안군,소원도,34.824155939999997,126.069001799999995,,,,,,,,,,
1369,전라남도,신안군,진섬(장도),34.813313809999997,126.081034799999998,,,,,,,,,,
1370,전라남도,신안군,삼도(송도),34.890605530000002,126.163369099999997,,,,,,,,,,
1371,전라남도,신안군,말목도,34.886646460000001,126.119617899999994,,,,,,,,,,
1372,전라남도,신안군,외암도(조야도),34.869616080000000,126.098657299999999,,,,,,,,,,
1373,전라남도,신안군,소객도,34.863324380000002,126.099201100000002,,,,,,,,,,
1374,전라남도,신안군,객도(대객도),34.865598339999998,126.102098799999993,,,,,,,,,,
1375,전라남도,신안군,원도,34.849519190000002,126.051946299999997,,,,,,,,,,
1376,전라남도,신안군,노루섬(장도),34.844862200000001,126.056206799999998,,,,,,,,,,
1377,전라남도,신안군,치도(지도),34.801190069999997,126.088053099999996,26,26,26,26,26,26,26,26,26,26
1378,전라남도,신안군,대미도,34.880383399999999,126.348125899999999,,,,,,,,,,
1379,전라남도,신안군,작도,34.865799809999999,126.371448200000003,,,,,,,,,,
1380,전라남도,신안군,돌섬(저도),34.921474410000002,126.289328999999995,,,,,,,,,,
1381,전라남도,신안군,할미도(대무모도),34.914597209999997,126.280206500000006,,,,,,,,,,
1382,전라남도,신안군,대맥도(맥도),34.914041660000002,126.275538699999998,,,,,,,,,,
1383,전라남도,신안군,소맥도,34.912369290000001,126.276031300000000,,,,,,,,,,
1384,전라남도,신안군,청도,34.902992830000002,126.261510900000005,,,,,,,,,,
1385,전라남도,신안군,대삼도,34.962324379999998,126.252176599999999,,,,,,,,,,
1386,전라남도,신안군,중정도,34.938770970000000,126.282321400000001,,,,,,,,,,
1387,전라남도,신안군,복대섬(소안도),34.943668109999997,126.276064399999996,,,,,,,,,,
1388,전라남도,신안군,대옹덕도(대도),34.945411360000001,126.274553800000007,,,,,,,,,,
1389,전라남도,신안군,소옹덕도(대조응도),34.946081290000002,126.278255599999994,,,,,,,,,,
1390,전라남도,신안군,해두섬(대엽도),34.939725359999997,126.269739799999996,,,,,,,,,,
1391,전라남도,신안군,성남1섬(상도),34.948758020000000,126.269708399999999,,,,,,,,,,
1392,전라남도,신안군,항도,34.971499850000001,126.273230100000006,,,,,,,,,,
1393,전라남도,신안군,대식도,34.930392750000003,126.296320899999998,,,,,,,,,,
1394,전라남도,신안군,소외안도(내소안도),34.842305160000002,126.310832899999994,34,34,34,34,34,34,34,34,34,34
1395,전라남도,신안군,소무모도,34.835517150000001,126.315491300000005,171,171,171,171,171,171,171,171,171,171
1396,전라남도,신안군,꼬막섬(합도),34.847333050000003,126.304288999999997,,,,,,,,,,
1397,전라남도,신안군,덕개도(독가도),34.955482050000001,126.228789500000005,,,,,,,,,,
1398,전라남도,신안군,선도,34.924531930000001,126.262246700000006,,,,,,,,,,
1399,전라남도,신안군,소조은도,34.922997389999999,126.259291399999995,,,,,,,,,,
1400,전라남도,신안군,작은고동섬(소고동도),34.918156789999998,126.257367000000002,,,,,,,,,,
1401,전라남도,신안군,고동섬(대고동도),34.916138770000003,126.258097399999997,,,,,,,,,,
1402,전라남도,신안군,나비섬(소초도),34.919299830000000,126.209740400000001,,,,,,,,,,
1403,전라남도,신안군,발갈섬,34.901320380000001,126.364690100000004,,,,,,,,,,
1404,전라남도,신안군,속도,34.897738050000001,126.367723999999995,,,,,,,,,,
1405,전라남도,신안군,석류섬(하합도),34.911582050000000,126.327451199999999,,,,,,,,,,
1406,전라남도,신안군,용도,34.817968149999999,126.361504900000000,,,,,,,,,,
1407,전라남도,신안군,정주도,34.813774510000002,126.359195299999996,,,,,,,,,,
1408,전라남도,신안군,죽도,34.846372750000000,126.292190800000000,,,,,,,,,,
1409,전라남도,신안군,하나배도(라배도),34.901312060000002,126.101344600000004,,,,,,,,,,
1410,전라남도,신안군,중나배도(중도),34.898138699999997,126.098334699999995,,,,,,,,,,
1411,전라남도,신안군,상나배도(상도),34.898471280000003,126.092153900000000,,,,,,,,,,
1412,전라남도,신안군,동도(정도),34.860336449999998,126.003882599999997,2369,2369,2369,2369,2369,2369,2369,2369,2369,2369
1413,전라남도,신안군,동산도,34.874572600000000,125.985079499999998,13,13,13,13,13,13,13,13,13,13
1414,전라남도,신안군,우각도,34.863260040000000,125.970733100000004,,,,,,,,,,
1415,전라남도,신안군,옥도,34.925376710000002,126.083190200000004,,,,,,,,,,
1416,전라남도,신안군,구리도,34.922474510000001,126.057334299999994,,,,,,,,,,
1417,전라남도,신안군,할미도,34.922319500000000,126.052246999999994,,,,,,,,,,
1418,전라남도,신안군,기섬(조박도),34.862890950000001,126.077866900000004,,,,,,,,,,
1419,전라남도,신안군,할미섬(고도),34.611824050000003,126.123694400000005,,,,,,,,,,
1420,전라남도,신안군,작은대섬(동도),34.627757150000001,126.117444500000005,,,,,,,,,,
1421,전라남도,신안군,섬막금(소막금도),34.613429230000001,126.112184999999997,,,,,,,,,,
1422,전라남도,신안군,항도,34.623075790000001,126.221006099999997,,,,,,,,,,
1423,전라남도,신안군,제율도(서요도),34.571912120000000,126.198256499999999,,,,,,,,,,
1424,전라남도,신안군,미륵도(미득도),34.667417690000001,126.134849299999999,,,,,,,,,,
1425,전라남도,신안군,부사도,35.052678399999998,126.211706599999999,,,,,,,,,,
1426,전라남도,신안군,장고섬(하장고도),35.071879619999997,126.155861200000004,,,,,,,,,,
1427,전라남도,신안군,문장고도,35.076073829999999,126.154985499999995,,,,,,,,,,
1428,전라남도,신안군,거멍바위섬(예다움도),34.912173629999998,126.205975400000000,,,,,,,,,,
1429,전라남도,신안군,벼락섬,34.943244999999997,126.120580500000003,,,,,,,,,,
1430,전라남도,신안군,농섬(롱두도),34.823478150000000,126.173162000000005,,,,,,,,,,
1431,전라남도,신안군,불무기도,34.759012429999999,126.223870199999993,9,9,9,9,9,9,9,9,9,9
1432,전라남도,신안군,장도,34.590586150000000,126.005610200000007,556,556,556,556,556,556,556,556,556,556
1433,전라남도,신안군,옛낭기(상장고도),35.079077540000000,126.156015400000001,,,,,,,,,,
1434,전라남도,신안군,윗장고도(점고도),35.084082549999998,126.154717000000005,,,,,,,,,,
1435,전라남도,신안군,고동섬(구도),35.047252829999998,126.126583600000004,,,,,,,,,,
1436,전라남도,신안군,안다리섬,35.041073930000003,126.132111699999996,,,,,,,,,,
1437,전라남도,신안군,무명도,34.967593260000001,126.244997900000001,,,,,,,,,,
1438,전라남도,신안군,안섬(어의1),35.131899150000002,126.197873299999998,,,,,,,,,,
1439,전라남도,신안군,밖섬(어의2),35.130148570000003,126.197886600000004,,,,,,,,,,
1440,전라남도,신안군,추섬,35.018241510000003,126.199383600000004,,,,,,,,,,
1441,전라남도,신안군,청도,35.013151710000002,126.198813900000005,,,,,,,,,,
1442,전라남도,신안군,내대도,35.008704829999999,126.186776300000005,,,,,,,,,,
1443,전라남도,신안군,소복기도,35.007736680000001,126.198342999999994,,,,,,,,,,
1444,전라남도,신안군,작은쥐섬,35.019267460000002,126.263816899999995,,,,,,,,,,
1445,전라남도,신안군,동섬,35.015752020000001,126.262784999999994,,,,,,,,,,
1446,전라남도,신안군,큰쥐섬(대서도),35.018473120000003,126.261100099999993,,,,,,,,,,
1447,전라남도,신안군,소도6,35.002260020000001,126.235335000000006,,,,,,,,,,
1448,전라남도,신안군,무명도,34.996047150000003,126.232314000000002,,,,,,,,,,
1449,전라남도,신안군,악조도(백학도),35.009917549999997,126.212956199999994,,,,,,,,,,
1450,전라남도,신안군,소도7,35.040101210000003,126.225328300000001,,,,,,,,,,
1451,전라남도,신안군,소도10,35.028392560000000,126.214744600000003,,,,,,,,,,
1452,전라남도,신안군,소도5,35.031551919999998,126.213324499999999,,,,,,,,,,
1453,전라남도,신안군,악사도(악조도),35.035214600000003,126.214107799999994,,,,,,,,,,
1454,전라남도,신안군,소도11,35.029636289999999,126.213468100000000,,,,,,,,,,
1455,전라남도,신안군,산350도,34.610105150000003,126.088061999999994,,,,,,,,,,
1456,전라남도,신안군,대서도,34.707537600000002,126.087348500000004,11,11,11,11,11,11,11,11,11,11
1457,전라남도,신안군,소서도,34.708611110000000,126.084999999999994,10,10,10,10,10,10,10,10,10,10
1458,전라남도,신안군,산54도,34.713988749999999,126.116238699999997,27,27,27,27,27,27,27,27,27,27
1459,전라남도,신안군,두꺼비섬(외도),34.773244210000001,126.102318900000000,4,4,4,4,4,4,4,4,4,4
1460,전라남도,신안군,대도예도,34.773316559999998,126.081924500000000,,,,,,,,,,
1461,전라남도,신안군,닭섬(문동도),34.770345290000002,126.066445599999994,,,,,,,,,,
1462,전라남도,신안군,산337도,34.773330289999997,126.049447999999998,,,,,,,,,,
1463,전라남도,신안군,송월도,34.939766820000003,126.279586100000003,,,,,,,,,,
1464,전라남도,신안군,육타리도(소태이도),35.110219250000000,126.060979099999997,,,,,,,,,,
1465,전라남도,신안군,대태이도,35.112461949999997,126.045745100000005,,,,,,,,,,
1466,전라남도,신안군,대섬,35.096874290000002,126.046357400000005,,,,,,,,,,
1467,전라남도,신안군,옥섬(죽도),35.095979290000002,126.051192999999998,,,,,,,,,,
1468,전라남도,신안군,두리대섬(주죽도),35.099879110000003,126.038702000000001,,,,,,,,,,
1469,전라남도,신안군,고깔섬(꼬깔도1),35.137867290000003,126.078192299999998,,,,,,,,,,
1470,전라남도,신안군,고깔섬(꼬깔도2),35.137192499999998,126.076310800000002,,,,,,,,,,
1471,전라남도,신안군,채도,35.136434289999997,126.073662299999995,,,,,,,,,,
1472,전라남도,신안군,육각도(영도),35.135479660000001,126.072522500000005,,,,,,,,,,
1473,전라남도,신안군,명도1,35.131518290000002,126.073447599999994,,,,,,,,,,
1474,전라남도,신안군,명도2,35.129346920000003,126.072712100000004,,,,,,,,,,
1475,전라남도,신안군,작은개구리섬(소와도),35.107672110000003,126.124257099999994,,,,,,,,,,
1476,전라남도,신안군,큰개구리섬(와도),35.108455210000002,126.122157999999999,,,,,,,,,,
1477,전라남도,신안군,바람막이도(부도),35.143953850000003,126.107204899999999,,,,,,,,,,
1478,전라남도,신안군,바람막이섬(바람막이도),35.131054290000002,126.101235000000003,,,,,,,,,,
1479,전라남도,신안군,어유미도,35.129446919999999,126.101569699999999,,,,,,,,,,
1480,전라남도,신안군,무명도,35.142303079999998,126.158313899999996,,,,,,,,,,
1481,전라남도,신안군,고거이도,35.140771000000001,126.167797500000006,,,,,,,,,,
1482,전라남도,신안군,만지도,35.130000000000003,126.170000000000002,,,,,,,,,,
1483,전라남도,신안군,작도,35.129424219999997,126.149657899999994,,,,,,,,,,
1484,전라남도,신안군,대섬(소죽도),35.053550680000001,126.113270299999996,,,,,,,,,,
1485,전라남도,신안군,옥섬(국도),35.053690179999997,126.077142499999994,,,,,,,,,,
1486,전라남도,신안군,상섬(무명도),35.068204549999997,126.122436399999998,,,,,,,,,,
1487,전라남도,신안군,대노록도,35.103371469999999,125.983947400000005,,,,,,,,,,
1488,전라남도,신안군,소노록도,35.096168970000001,125.982071399999995,,,,,,,,,,
1489,전라남도,신안군,갈도,35.060026510000000,125.946272699999994,,,,,,,,,,
1490,전라남도,신안군,굴도,35.057362390000002,125.931357800000001,,,,,,,,,,
1491,전라남도,신안군,입모도,35.063741729999997,125.924305599999997,,,,,,,,,,
1492,전라남도,신안군,부남도,35.080797230000002,125.919756899999996,,,,,,,,,,
1493,전라남도,신안군,대허사도,35.137032400000002,125.905374699999996,,,,,,,,,,
1494,전라남도,신안군,소비치도,35.212096989999999,125.902706100000003,,,,,,,,,,
1495,전라남도,신안군,대비치도,35.208649960000002,125.909469500000000,,,,,,,,,,
1496,전라남도,신안군,작은개구리섬(소삼도),35.072456039999999,125.916298299999994,,,,,,,,,,
1497,전라남도,신안군,소치마도,35.039836070000000,125.972806500000004,,,,,,,,,,
1498,전라남도,신안군,대치마도,35.029782709999999,125.970732799999993,,,,,,,,,,
1499,전라남도,신안군,이암도1,35.142086040000002,125.908016500000002,,,,,,,,,,
1500,전라남도,신안군,이암도2,35.140984730000000,125.909464499999999,,,,,,,,,,
1501,전라남도,신안군,추도,35.134814329999998,125.914691800000000,,,,,,,,,,
1502,전라남도,신안군,간도,35.129580650000001,125.902400099999994,,,,,,,,,,
1503,전라남도,신안군,소사삼도,35.075201559999996,125.914689699999997,,,,,,,,,,
1504,전라남도,신안군,무명도1,35.075865290000003,125.920628399999998,,,,,,,,,,
1505,전라남도,신안군,무명도2,35.073321460000003,125.925116399999993,,,,,,,,,,
1506,전라남도,신안군,서현덕도,35.077556379999997,125.938697099999999,,,,,,,,,,
1507,전라남도,신안군,동현덕도,35.077690900000000,125.940848200000005,,,,,,,,,,
1508,전라남도,신안군,진대섬(죽도),35.072295109999999,126.131085400000003,,,,,,,,,,
1509,전라남도,신안군,감섬(시도),35.067347560000002,126.133884300000005,,,,,,,,,,
1510,전라남도,신안군,족도,34.592101110000002,126.187943799999999,,,,,,,,,,
1511,전라남도,신안군,조도,34.984357750000001,126.180711400000007,,,,,,,,,,
1512,전라남도,신안군,사암도,34.986215909999999,126.181370400000006,,,,,,,,,,
1513,전라남도,신안군,대섬,34.911195999999997,126.199492399999997,,,,,,,,,,
1514,전라남도,신안군,늘픔도,34.918930770000003,126.187215100000003,,,,,,,,,,
1515,전라남도,신안군,침해섬(윤슬도),34.922862299999998,126.210013900000007,,,,,,,,,,
1516,전라남도,신안군,둥병례섬(솔메도),34.921061680000001,126.212427500000004,,,,,,,,,,
1517,전라남도,신안군,솔길도,34.916696020000003,126.207907100000000,,,,,,,,,,
1518,전라남도,신안군,소납도,34.887761329999996,126.164400299999997,,,,,,,,,,
1519,전라남도,신안군,굴배도,34.878076489999998,126.180790900000005,,,,,,,,,,
1520,전라남도,신안군,곡도,34.903737669999998,126.204732399999997,,,,,,,,,,
1521,전라남도,신안군,무명도,34.901353299999997,126.202010099999995,,,,,,,,,,
1522,전라남도,신안군,조도,34.901882299999997,126.207906800000003,,,,,,,,,,
1523,전라남도,신안군,팔도,34.887094169999997,126.112693600000000,,,,,,,,,,
1524,전라남도,신안군,조성도,34.793593350000002,126.067083600000004,16,16,16,16,16,16,16,16,16,16
1525,전라남도,신안군,조성도(시어머니도),34.793664999999997,126.069403300000005,17,17,17,17,17,17,17,17,17,17
1526,전라남도,신안군,소삼도,34.962049520000001,126.255580699999996,,,,,,,,,,
1527,전라남도,신안군,중삼도,34.961127730000001,126.254470999999995,,,,,,,,,,
1528,전라남도,신안군,밤섬,34.932965539999998,126.281986000000003,,,,,,,,,,
1529,전라남도,신안군,똥섬,34.931681970000000,126.255998800000000,,,,,,,,,,
1530,전라남도,신안군,소번덕도,34.892328370000001,126.219656099999995,,,,,,,,,,
1531,전라남도,신안군,산410도,34.956999900000000,126.245931200000001,,,,,,,,,,
1532,전라남도,신안군,산411도,34.964952189999998,126.237056600000003,,,,,,,,,,
1533,전라남도,신안군,무명도,35.109377889999998,126.121235900000002,,,,,,,,,,
1534,전라남도,신안군,무명도1,35.058441620000004,125.940545799999995,,,,,,,,,,
1535,전라남도,신안군,무명도2,35.094879970000001,125.979357399999998,,,,,,,,,,
1536,전라남도,신안군,매섬,35.064181660000003,126.122262399999997,,,,,,,,,,
1537,전라남도,신안군,소두리도,34.922527559999999,126.018698099999995,,,,,,,,,,
1538,전라남도,신안군,둔북섬(둔배도),34.911202850000002,126.005043499999999,7,7,7,7,7,7,7,7,7,7
1539,전라남도,신안군,대오지도,34.845899269999997,125.999032799999995,3090,3090,3090,3090,3090,3090,3090,3090,3090,3090
1540,전라남도,신안군,산359도(소오지도),34.845272000000001,126.001933699999995,3141,3141,3141,3141,3141,3141,3141,3141,3141,3141
1541,전라남도,신안군,감바위,34.892643270000001,126.002965200000006,87,87,87,87,87,87,87,87,87,87
1542,전라남도,신안군,딴섬,34.888108000000003,125.993525000000005,150,150,150,150,150,150,150,150,150,150
1543,전라남도,신안군,산362도,34.887548000000002,125.993986500000005,150,150,150,150,150,150,150,150,150,150
1544,전라남도,신안군,산363도,34.862991289999997,125.968070800000007,,,,,,,,,,
1545,전라남도,신안군,산364도,34.863011729999997,125.968765200000007,,,,,,,,,,
1546,전라남도,신안군,성대섬,34.865500730000001,125.975309800000005,10,10,10,10,10,10,10,10,10,10
1547,전라남도,신안군,선근도,34.843763000000003,126.037020100000007,6478,6478,6478,6478,6478,6478,6478,6478,6478,6478
1548,전라남도,신안군,성구서도,34.842709149999997,126.038419800000000,6495,6495,6495,6495,6495,6495,6495,6495,6495,6495
1549,전라남도,신안군,입도,34.842376539999997,126.046976400000005,14,14,14,14,14,14,14,14,14,14
1550,전라남도,신안군,조산도,34.853714050000001,126.053106400000004,,,,,,,,,,
1551,전라남도,신안군,고도,34.921964080000002,126.055697800000004,,,,,,,,,,
1552,전라남도,신안군,외도,34.613916060000001,126.168983400000002,,,,,,,,,,
1553,전라남도,신안군,내도,34.616233489999999,126.167009300000004,,,,,,,,,,
1554,전라남도,신안군,소복도,34.613284000000000,126.176929000000001,,,,,,,,,,
1555,전라남도,신안군,초마도,34.633262830000000,126.202329199999994,2,2,2,2,2,2,2,2,2,2
1556,전라남도,신안군,노랑섬,34.661791000000001,126.183658899999998,3,3,3,3,3,3,3,3,3,3
1557,전라남도,신안군,넓도,34.620942659999997,126.177299700000006,,,,,,,,,,
1558,전라남도,신안군,산245도,34.619161370000000,126.173702700000007,,,,,,,,,,
1559,전라남도,신안군,산246도,34.618611110000003,126.173888899999994,,,,,,,,,,
1560,전라남도,신안군,산247도,34.616299920000003,126.173779300000007,,,,,,,,,,
1561,전라남도,신안군,산248도,34.615352000000001,126.175935999999993,,,,,,,,,,
1562,전라남도,신안군,구도,34.568206459999999,126.197951900000007,,,,,,,,,,
1563,전라남도,신안군,산120도,34.625499619999999,126.194363400000000,6,6,6,6,6,6,6,6,6,6
1564,전라남도,신안군,서도내기,34.677735849999998,126.151739300000003,,,,,,,,,,
1565,전라남도,신안군,큰대섬,34.621584509999998,126.193172500000003,6,6,6,6,6,6,6,6,6,6
1566,전라남도,신안군,비계도,34.932401079999998,126.175918600000003,,,,,,,,,,
1567,전라남도,신안군,갈도,35.008020190000003,126.191295900000000,,,,,,,,,,
1568,전라남도,신안군,소납도(소납덕도),34.604151100000003,125.992133899999999,440,440,440,440,440,440,440,440,440,440
1569,전라남도,신안군,항도,34.587508460000002,125.968587600000006,6557,6557,6557,6557,6557,6557,6557,6557,6557,6557
1570,전라남도,신안군,소산의도,34.636784509999998,125.940947199999997,,,,,,,,,,
1571,전라남도,신안군,작은장구섬,34.629962659999997,125.993961299999995,276,276,276,276,276,276,276,276,276,276
1572,전라남도,신안군,토여(대구서도1),34.604665820000001,125.972915900000004,,,,,,,,,,
1573,전라남도,신안군,대구서(대구서도2),34.610527750000003,125.984899499999997,,,,,,,,,,
1574,전라남도,신안군,장재여도,34.606729289999997,126.000930600000004,628,628,628,628,628,628,628,628,628,628
1575,전라남도,신안군,산351,34.589059659999997,126.011953800000001,,,,,,,,,,
1576,전라남도,신안군,항도,34.582481639999997,126.009755999999996,110,110,110,110,110,110,110,110,110,110
1577,전라남도,신안군,대구굴도(대굴도),34.117614750000001,125.084297399999997,,,,,,,,,,
1578,전라남도,신안군,외간초도,34.063185640000000,125.094909099999995,,,,,,,,,,
1579,전라남도,신안군,두억서,34.105911190000000,125.098180700000000,,,,,,,,,,
1580,전라남도,신안군,수만도,34.098446070000001,125.092582199999995,,,,,,,,,,
1581,전라남도,신안군,록도,34.096752000000002,125.093672499999997,,,,,,,,,,
1582,전라남도,신안군,하방곤초도,34.075373829999997,125.083544500000002,,,,,,,,,,
1583,전라남도,신안군,납덕도,34.075517730000001,125.084273999999994,,,,,,,,,,
1584,전라남도,신안군,상방곤초도,34.114222830000003,125.092264700000001,,,,,,,,,,
1585,전라남도,신안군,하죽도,34.763767190000003,125.441698500000001,,,,,,,,,,
1586,전라남도,신안군,상죽도,34.762529929999999,125.435841100000005,,,,,,,,,,
1587,전라남도,신안군,승섬,34.752861080000002,125.432605300000006,,,,,,,,,,
1588,전라남도,신안군,하축도,34.762279999999997,125.438522500000005,,,,,,,,,,
1589,전라남도,신안군,궁섬,34.756517459999998,125.437421999999998,,,,,,,,,,
1590,전라남도,신안군,하수만도,34.745005730000003,125.429929700000002,,,,,,,,,,
1591,전라남도,신안군,윗신여(상수만도),34.745097729999998,125.431302000000002,,,,,,,,,,
1592,전라남도,신안군,제여,34.225132639999998,125.495486000000000,,,,,,,,,,
1593,전라남도,신안군,흑도,34.217033919999999,125.495323700000000,,,,,,,,,,
1594,전라남도,신안군,외마도,34.211897559999997,125.461968200000001,,,,,,,,,,
1595,전라남도,신안군,내마도,34.210143309999999,125.463953300000000,,,,,,,,,,
1596,전라남도,신안군,녹도,34.203186639999998,125.477306299999995,,,,,,,,,,
1597,전라남도,신안군,국도,34.206228920000001,125.483505500000007,,,,,,,,,,
1598,전라남도,신안군,납당말도,34.205586019999998,125.483072500000006,,,,,,,,,,
1599,전라남도,신안군,제초도,34.206067920000002,125.484292499999995,,,,,,,,,,
1600,전라남도,신안군,국도,34.203980999999999,125.489887999999993,,,,,,,,,,
1601,전라남도,신안군,양도,34.201048999999998,125.491392300000001,,,,,,,,,,
1602,전라남도,신안군,소장도,34.687078309999997,125.387634700000007,,,,,,,,,,
1603,전라남도,신안군,무명도1,34.696693459999999,125.393825500000005,,,,,,,,,,
1604,전라남도,신안군,외망덕도,34.698916019999999,125.395482299999998,,,,,,,,,,
1605,전라남도,신안군,솔섬,34.641433810000002,125.412903299999996,,,,,,,,,,
1606,전라남도,신안군,송도,34.641090460000001,125.414539500000004,,,,,,,,,,
1607,전라남도,신안군,화도,34.641709020000000,125.417203799999996,,,,,,,,,,
1608,전라남도,신안군,대흑산도,34.644649139999999,125.419849799999994,,,,,,,,,,
1609,전라남도,신안군,꽃섬,34.625835610000003,125.400987499999999,,,,,,,,,,
1610,전라남도,신안군,외엽산도,34.451620290000001,125.300174499999997,,,,,,,,,,
1611,전라남도,신안군,노은도,34.399149360000003,125.292137100000005,,,,,,,,,,
1612,전라남도,신안군,다라도,34.387058099999997,125.314587900000006,,,,,,,,,,
1613,전라남도,신안군,강섬,34.404128999999998,125.301002699999998,,,,,,,,,,
1614,전라남도,신안군,윗인여,34.733573190000001,125.479058800000004,,,,,,,,,,
1615,전라남도,신안군,교맥도,34.522411980000001,125.685850099999996,,,,,,,,,,
1616,전라남도,신안군,머리섬,34.655508730000001,125.479177600000000,,,,,,,,,,
1617,전라남도,신안군,금처구여,34.653441080000000,125.478126099999997,,,,,,,,,,
1618,전라남도,신안군,가도,34.700708360000000,125.464963400000002,,,,,,,,,,
1619,전라남도,신안군,간산초도,34.676886459999999,125.445631500000005,,,,,,,,,,
1620,전라남도,신안군,하시린초도,34.666807190000000,125.443268700000004,,,,,,,,,,
1621,전라남도,신안군,하선초도,34.664344249999999,125.441748099999998,,,,,,,,,,
1622,전라남도,신안군,상선도,34.659066189999997,125.432589199999995,,,,,,,,,,
1623,전라남도,신안군,호장도,34.716580919999998,125.406679999999994,,,,,,,,,,
1624,전라남도,신안군,두도,34.720462540000000,125.197327200000004,,,,,,,,,,
1625,전라남도,신안군,강도,34.718714069999997,125.188185099999998,,,,,,,,,,
1626,전라남도,신안군,단오섬,34.687134460000003,125.179075200000000,,,,,,,,,,
1627,전라남도,신안군,매가도,34.717458999999998,125.187774000000005,,,,,,,,,,
1628,전라남도,신안군,두익면도,34.716255099999998,125.189027699999997,,,,,,,,,,
1629,전라남도,신안군,외도,34.716981250000003,125.189719299999993,,,,,,,,,,
1630,전라남도,신안군,상연도,34.725354899999999,125.201171299999999,,,,,,,,,,
1631,전라남도,신안군,탑섬,34.724513750000000,125.199451900000000,,,,,,,,,,
1632,전라남도,신안군,고서(고서도),34.713776080000002,125.201855600000002,,,,,,,,,,
1633,전라남도,신안군,상제비여,34.673376509999997,125.179012599999993,,,,,,,,,,
1634,전라남도,신안군,마천포말도,34.674072340000002,125.196168999999998,,,,,,,,,,
1635,전라남도,신안군,무명도1,34.665641239999999,125.187231900000000,,,,,,,,,,
1636,전라남도,신안군,항서도,34.680826840000002,125.201189600000006,,,,,,,,,,
1637,전라남도,신안군,탑섬,34.725163899999998,125.200186500000001,,,,,,,,,,
1638,전라남도,신안군,모도,34.695524190000000,125.212350000000001,,,,,,,,,,
1639,전라남도,신안군,장도,34.674469190000003,125.193684300000001,,,,,,,,,,
1640,전라남도,신안군,주도,34.718039830000002,125.203224399999996,,,,,,,,,,
1641,전라남도,신안군,망덕도,34.719236899999999,125.203684600000003,,,,,,,,,,
1642,전라남도,신안군,무명도,34.718854059999998,125.203513599999994,,,,,,,,,,
1643,전라남도,신안군,주도,34.715388980000000,125.210401500000003,,,,,,,,,,
1644,전라남도,신안군,무명도1,34.709492200000000,125.199976599999999,,,,,,,,,,
1645,전라남도,신안군,하고서도,34.694849079999997,125.210425799999996,,,,,,,,,,
1646,전라남도,신안군,내간초도,34.694482469999997,125.210448999999997,,,,,,,,,,
1647,전라남도,신안군,송도,34.694283489999997,125.210150600000006,,,,,,,,,,
